学校,省份,城市,层次,性质,985,211,双一流
常州幼儿师范高等专科学校,江苏,常州,专科,公办,否,否,否
江苏司法警官职业学院,江苏,南京,专科,公办,否,否,否
明达职业技术学院,江苏,盐城,专科,民办,否,否,否
九州职业技术学院,江苏,徐州,专科,民办,否,否,否
硅湖职业技术学院,江苏,苏州,专科,民办,否,否,否
应天职业技术学院,江苏,南京,专科,民办,否,否,否
苏州托普信息职业技术学院,江苏,苏州,专科,民办,否,否,否
太湖创意职业技术学院,江苏,无锡,专科,民办,否,否,否
炎黄职业技术学院,江苏,淮安,专科,民办,否,否,否
正德职业技术学院,江苏,南京,专科,民办,否,否,否
钟山职业技术学院,江苏,南京,专科,民办,否,否,否
无锡南洋职业技术学院,江苏,无锡,专科,民办,否,否,否
江南影视艺术职业学院,江苏,无锡,专科,民办,否,否,否
金肯职业技术学院,江苏,南京,专科,民办,否,否,否
建东职业技术学院,江苏,常州,专科,民办,否,否,否
江海职业技术学院,江苏,扬州,专科,民办,否,否,否
金山职业技术学院,江苏,镇江,专科,民办,否,否,否
昆山登云科技职业学院,江苏,苏州,专科,民办,否,否,否
南京视觉艺术职业学院,江苏,南京,专科,民办,否,否,否
苏州高博软件技术职业学院,江苏,苏州,专科,民办,否,否,否
宿迁泽达职业技术学院,江苏,宿迁,专科,民办,否,否,否
扬州中瑞酒店职业学院,江苏,扬州,专科,民办,否,否,否
苏州百年职业学院,江苏,苏州,专科,中外合作办学,否,否,否
上饶幼儿师范高等专科学校,江西,上饶,专科,公办,否,否,否
抚州幼儿师范高等专科学校,江西,抚州,专科,公办,否,否,否
江西工业职业技术学院,江西,南昌,专科,公办,否,否,否
江西医学高等专科学校,江西,上饶,专科,公办,否,否,否
九江职业大学,江西,九江,专科,公办,否,否,否
九江职业技术学院,江西,九江,专科,公办,否,否,否
江西司法警官职业学院,江西,南昌,专科,公办,否,否,否
江西陶瓷工艺美术职业技术学院,江西,景德镇,专科,公办,否,否,否
江西旅游商贸职业学院,江西,南昌,专科,公办,否,否,否
江西电力职业技术学院,江西,南昌,专科,公办,否,否,否
江西环境工程职业学院,江西,赣州,专科,公办,否,否,否
江西艺术职业学院,江西,南昌,专科,公办,否,否,否
鹰潭职业技术学院,江西,鹰潭,专科,公办,否,否,否
江西信息应用职业技术学院,江西,南昌,专科,公办,否,否,否
江西交通职业技术学院,江西,南昌,专科,公办,否,否,否
江西财经职业学院,江西,九江,专科,公办,否,否,否
江西应用技术职业学院,江西,赣州,专科,公办,否,否,否
江西现代职业技术学院,江西,南昌,专科,公办,否,否,否
江西工业工程职业技术学院,江西,萍乡,专科,公办,否,否,否
江西机电职业技术学院,江西,南昌,专科,公办,否,否,否
江西外语外贸职业学院,江西,南昌,专科,公办,否,否,否
江西工业贸易职业技术学院,江西,南昌,专科,公办,否,否,否
宜春职业技术学院,江西,宜春,专科,公办,否,否,否
江西应用工程职业学院,江西,萍乡,专科,公办,否,否,否
江西生物科技职业学院,江西,南昌,专科,公办,否,否,否
江西建设职业技术学院,江西,南昌,专科,公办,否,否,否
抚州职业技术学院,江西,抚州,专科,公办,否,否,否
江西中医药高等专科学校,江西,抚州,专科,公办,否,否,否
江西制造职业技术学院,江西,南昌,专科,公办,否,否,否
江西工程职业学院,江西,南昌,专科,公办,否,否,否
江西青年职业学院,江西,南昌,专科,公办,否,否,否
上饶职业技术学院,江西,上饶,专科,公办,否,否,否
江西农业工程职业学院,江西,宜春,专科,公办,否,否,否
江西卫生职业学院,江西,南昌,专科,公办,否,否,否
江西冶金职业技术学院,江西,新余,专科,公办,否,否,否
江西管理职业学院,江西,南昌,专科,公办,否,否,否
江西传媒职业学院,江西,南昌,专科,公办,否,否,否
赣州师范高等专科学校,江西,赣州,专科,公办,否,否,否
江西水利职业学院,江西,南昌,专科,公办,否,否,否
宜春幼儿师范高等专科学校,江西,宜春,专科,公办,否,否,否
吉安职业技术学院,江西,吉安,专科,公办,否,否,否
江西师范高等专科学校,江西,鹰潭,专科,公办,否,否,否
赣南卫生健康职业学院,江西,赣州,专科,公办,否,否,否
萍乡卫生职业学院,江西,萍乡,专科,公办,否,否,否
江西婺源茶业职业学院,江西,上饶,专科,公办,否,否,否
赣州职业技术学院,江西,赣州,专科,公办,否,否,否
南昌健康职业技术学院,江西,南昌,专科,公办,否,否,否
吉安幼儿师范高等专科学校,江西,吉安,专科,公办,否,否,否
上饶卫生健康职业学院,江西,上饶,专科,公办,否,否,否
江西科技职业学院,江西,南昌,专科,民办,否,否,否
江西航空职业技术学院,江西,南昌,专科,民办,否,否,否
赣西科技职业学院,江西,新余,专科,民办,否,否,否
江西新能源科技职业学院,江西,新余,专科,民办,否,否,否
江西枫林涉外经贸职业学院,江西,九江,专科,民办,否,否,否
江西泰豪动漫职业学院,江西,南昌,专科,民办,否,否,否
江西工商职业技术学院,江西,南昌,专科,民办,否,否,否
景德镇陶瓷职业技术学院,江西,景德镇,专科,民办,否,否,否
共青科技职业学院,江西,九江,专科,民办,否,否,否
江西洪州职业学院,江西,宜春,专科,民办,否,否,否
南昌影视传播职业学院,江西,南昌,专科,民办,否,否,否
九江理工职业学院,江西,九江,专科,民办,否,否,否
和君职业学院,江西,赣州,专科,民办,否,否,否
朝阳师范高等专科学校,辽宁,朝阳,专科,公办,否,否,否
抚顺师范高等专科学校,辽宁,抚顺,专科,公办,否,否,否
锦州师范高等专科学校,辽宁,锦州,专科,公办,否,否,否
营口职业技术学院,辽宁,营口,专科,公办,否,否,否
铁岭师范高等专科学校,辽宁,铁岭,专科,公办,否,否,否
大连职业技术学院,辽宁,大连,专科,公办,否,否,否
辽宁农业职业技术学院,辽宁,营口,专科,公办,否,否,否
抚顺职业技术学院,辽宁,抚顺,专科,公办,否,否,否
辽阳职业技术学院,辽宁,辽阳,专科,公办,否,否,否
阜新高等专科学校,辽宁,阜新,专科,公办,否,否,否
辽宁省交通高等专科学校,辽宁,沈阳,专科,公办,否,否,否
辽宁税务高等专科学校,辽宁,大连,专科,公办,否,否,否
盘锦职业技术学院,辽宁,盘锦,专科,公办,否,否,否
沈阳航空职业技术学院,辽宁,沈阳,专科,公办,否,否,否
辽宁体育运动职业技术学院,辽宁,沈阳,专科,公办,否,否,否
辽宁职业学院,辽宁,铁岭,专科,公办,否,否,否
辽宁生态工程职业学院,辽宁,沈阳,专科,公办,否,否,否
沈阳职业技术学院,辽宁,沈阳,专科,公办,否,否,否
辽宁金融职业学院,辽宁,沈阳,专科,公办,否,否,否
辽宁轨道交通职业学院,辽宁,沈阳,专科,公办,否,否,否
辽宁机电职业技术学院,辽宁,丹东,专科,公办,否,否,否
辽宁经济职业技术学院,辽宁,沈阳,专科,公办,否,否,否
辽宁石化职业技术学院,辽宁,锦州,专科,公办,否,否,否
渤海船舶职业学院,辽宁,葫芦岛,专科,公办,否,否,否
辽宁商贸职业学院,辽宁,沈阳,专科,公办,否,否,否
辽宁装备制造职业技术学院,辽宁,沈阳,专科,公办,否,否,否
辽河石油职业技术学院,辽宁,盘锦,专科,公办,否,否,否
辽宁地质工程职业学院,辽宁,丹东,专科,公办,否,否,否
辽宁铁道职业技术学院,辽宁,锦州,专科,公办,否,否,否
辽宁建筑职业学院,辽宁,辽阳,专科,公办,否,否,否
辽宁现代服务职业技术学院,辽宁,沈阳,专科,公办,否,否,否
辽宁冶金职业技术学院,辽宁,本溪,专科,公办,否,否,否
辽宁工程职业学院,辽宁,铁岭,专科,公办,否,否,否
辽宁城市建设职业技术学院,辽宁,沈阳,专科,公办,否,否,否
辽宁医药职业学院,辽宁,沈阳,专科,公办,否,否,否
铁岭卫生职业学院,辽宁,铁岭,专科,公办,否,否,否
辽宁政法职业学院,辽宁,沈阳,专科,公办,否,否,否
辽宁民族师范高等专科学校,辽宁,沈阳,专科,公办,否,否,否
辽宁轻工职业学院,辽宁,大连,专科,公办,否,否,否
辽宁特殊教育师范高等专科学校,辽宁,沈阳,专科,公办,否,否,否
辽宁师范高等专科学校,辽宁,沈阳,专科,公办,否,否,否
鞍山职业技术学院,辽宁,鞍山,专科,公办,否,否,否
大连商务职业学院,辽宁,大连,专科,民办,否,否,否
辽宁广告职业学院,辽宁,沈阳,专科,民办,否,否,否
大连软件职业学院,辽宁,大连,专科,民办,否,否,否
大连翻译职业学院,辽宁,大连,专科,民办,否,否,否
大连枫叶职业技术学院,辽宁,大连,专科,民办,否,否,否
大连航运职业技术学院,辽宁,大连,专科,民办,否,否,否
大连装备制造职业技术学院,辽宁,大连,专科,民办,否,否,否
大连汽车职业技术学院,辽宁,大连,专科,民办,否,否,否
沈阳北软信息职业技术学院,辽宁,沈阳,专科,民办,否,否,否
内蒙古建筑职业技术学院,内蒙古,呼和浩特,专科,公办,否,否,否
包头职业技术学院,内蒙古,包头,专科,公办,否,否,否
兴安职业技术学院,内蒙古,兴安,专科,公办,否,否,否
呼和浩特职业学院,内蒙古,呼和浩特,专科,公办,否,否,否
包头轻工职业技术学院,内蒙古,包头,专科,公办,否,否,否
内蒙古电子信息职业技术学院,内蒙古,呼和浩特,专科,公办,否,否,否
内蒙古机电职业技术学院,内蒙古,呼和浩特,专科,公办,否,否,否
内蒙古化工职业学院,内蒙古,呼和浩特,专科,公办,否,否,否
内蒙古商贸职业学院,内蒙古,呼和浩特,专科,公办,否,否,否
锡林郭勒职业学院,内蒙古,锡林郭勒,专科,公办,否,否,否
内蒙古警察职业学院,内蒙古,呼和浩特,专科,公办,否,否,否
内蒙古体育职业学院,内蒙古,呼和浩特,专科,公办,否,否,否
乌兰察布职业学院,内蒙古,乌兰察布,专科,公办,否,否,否
通辽职业学院,内蒙古,通辽,专科,公办,否,否,否
科尔沁艺术职业学院,内蒙古,通辽,专科,公办,否,否,否
内蒙古交通职业技术学院,内蒙古,赤峰,专科,公办,否,否,否
包头钢铁职业技术学院,内蒙古,包头,专科,公办,否,否,否
乌海职业技术学院,内蒙古,乌海,专科,公办,否,否,否
包头铁道职业技术学院,内蒙古,包头,专科,公办,否,否,否
乌兰察布医学高等专科学校,内蒙古,乌兰察布,专科,公办,否,否,否
鄂尔多斯职业学院,内蒙古,鄂尔多斯,专科,公办,否,否,否
呼伦贝尔职业技术学院,内蒙古,呼伦贝尔,专科,公办,否,否,否
满洲里俄语职业学院,内蒙古,呼伦贝尔,专科,公办,否,否,否
赤峰工业职业技术学院,内蒙古,赤峰,专科,公办,否,否,否
阿拉善职业技术学院,内蒙古,阿拉善,专科,公办,否,否,否
内蒙古民族幼儿师范高等专科学校,内蒙古,鄂尔多斯,专科,公办,否,否,否
鄂尔多斯生态环境职业学院,内蒙古,鄂尔多斯,专科,公办,否,否,否
扎兰屯职业学院,内蒙古,呼伦贝尔,专科,公办,否,否,否
赤峰应用技术职业学院,内蒙古,赤峰,专科,公办,否,否,否
内蒙古丰州职业学院,内蒙古,呼和浩特,专科,民办,否,否,否
内蒙古科技职业学院,内蒙古,呼和浩特,专科,民办,否,否,否
内蒙古北方职业技术学院,内蒙古,呼和浩特,专科,民办,否,否,否
赤峰职业技术学院,内蒙古,赤峰,专科,民办,否,否,否
内蒙古经贸外语职业学院,内蒙古,呼和浩特,专科,民办,否,否,否
内蒙古工业职业学院,内蒙古,呼和浩特,专科,民办,否,否,否
内蒙古能源职业学院,内蒙古,呼和浩特,专科,民办,否,否,否
内蒙古美术职业学院,内蒙古,巴彦淖尔,专科,民办,否,否,否
宁夏民族职业技术学院,宁夏,吴忠,专科,公办,否,否,否
宁夏工业职业学院,宁夏,银川,专科,公办,否,否,否
宁夏职业技术学院,宁夏,银川,专科,公办,否,否,否
宁夏工商职业技术学院,宁夏,银川,专科,公办,否,否,否
宁夏财经职业技术学院,宁夏,银川,专科,公办,否,否,否
宁夏警官职业学院,宁夏,银川,专科,公办,否,否,否
宁夏建设职业技术学院,宁夏,银川,专科,公办,否,否,否
宁夏葡萄酒与防沙治沙职业技术学院,宁夏,银川,专科,公办,否,否,否
宁夏幼儿师范高等专科学校,宁夏,银川,专科,公办,否,否,否
宁夏艺术职业学院,宁夏,银川,专科,公办,否,否,否
宁夏体育职业学院,宁夏,银川,专科,公办,否,否,否
石嘴山工贸职业技术学院,宁夏,石嘴山,专科,公办,否,否,否
宁夏卫生健康职业技术学院,宁夏,石嘴山,专科,公办,否,否,否
宁夏交通职业技术学院,宁夏,银川,专科,公办,否,否,否
青海卫生职业技术学院,青海,西宁,专科,公办,否,否,否
青海警官职业学院,青海,西宁,专科,公办,否,否,否
青海农牧科技职业学院,青海,西宁,专科,公办,否,否,否
青海交通职业技术学院,青海,西宁,专科,公办,否,否,否
青海建筑职业技术学院,青海,西宁,专科,公办,否,否,否
西宁城市职业技术学院,青海,西宁,专科,公办,否,否,否
青海高等职业技术学院,青海,海东,专科,公办,否,否,否
青海柴达木职业技术学院,青海,海西,专科,公办,否,否,否
山东医学高等专科学校,山东,临沂,专科,公办,否,否,否
菏泽医学专科学校,山东,菏泽,专科,公办,否,否,否
山东商业职业技术学院,山东,济南,专科,公办,否,否,否
山东电力高等专科学校,山东,济南,专科,公办,否,否,否
日照职业技术学院,山东,日照,专科,公办,否,否,否
青岛职业技术学院,山东,青岛,专科,公办,否,否,否
威海职业学院,山东,威海,专科,公办,否,否,否
山东职业学院,山东,济南,专科,公办,否,否,否
山东劳动职业技术学院,山东,济南,专科,公办,否,否,否
莱芜职业技术学院,山东,济南,专科,公办,否,否,否
济宁职业技术学院,山东,济宁,专科,公办,否,否,否
潍坊职业学院,山东,潍坊,专科,公办,否,否,否
烟台职业学院,山东,烟台,专科,公办,否,否,否
东营职业学院,山东,东营,专科,公办,否,否,否
聊城职业技术学院,山东,聊城,专科,公办,否,否,否
滨州职业学院,山东,滨州,专科,公办,否,否,否
山东科技职业学院,山东,潍坊,专科,公办,否,否,否
山东服装职业学院,山东,泰安,专科,公办,否,否,否
山东水利职业学院,山东,日照,专科,公办,否,否,否
山东畜牧兽医职业学院,山东,潍坊,专科,公办,否,否,否
山东交通职业学院,山东,潍坊,专科,公办,否,否,否
淄博职业学院,山东,淄博,专科,公办,否,否,否
山东外贸职业学院,山东,青岛,专科,公办,否,否,否
青岛酒店管理职业技术学院,山东,青岛,专科,公办,否,否,否
山东信息职业技术学院,山东,潍坊,专科,公办,否,否,否
青岛港湾职业技术学院,山东,青岛,专科,公办,否,否,否
山东胜利职业学院,山东,东营,专科,公办,否,否,否
山东经贸职业学院,山东,潍坊,专科,公办,否,否,否
山东工业职业学院,山东,淄博,专科,公办,否,否,否
山东化工职业学院,山东,潍坊,专科,公办,否,否,否
济南职业学院,山东,济南,专科,公办,否,否,否
烟台工程职业技术学院,山东,烟台,专科,公办,否,否,否
德州职业技术学院,山东,德州,专科,公办,否,否,否
枣庄科技职业学院,山东,枣庄,专科,公办,否,否,否
淄博师范高等专科学校,山东,淄博,专科,公办,否,否,否
山东中医药高等专科学校,山东,烟台,专科,公办,否,否,否
济南工程职业技术学院,山东,济南,专科,公办,否,否,否
山东电子职业技术学院,山东,济南,专科,公办,否,否,否
山东旅游职业学院,山东,济南,专科,公办,否,否,否
山东铝业职业学院,山东,淄博,专科,公办,否,否,否
泰山职业技术学院,山东,泰安,专科,公办,否,否,否
山东药品食品职业学院,山东,威海,专科,公办,否,否,否
山东商务职业学院,山东,烟台,专科,公办,否,否,否
山东轻工职业学院,山东,淄博,专科,公办,否,否,否
山东城市建设职业学院,山东,济南,专科,公办,否,否,否
烟台汽车工程职业学院,山东,烟台,专科,公办,否,否,否
山东司法警官职业学院,山东,济南,专科,公办,否,否,否
菏泽家政职业学院,山东,菏泽,专科,公办,否,否,否
山东传媒职业学院,山东,济南,专科,公办,否,否,否
临沂职业学院,山东,临沂,专科,公办,否,否,否
枣庄职业学院,山东,枣庄,专科,公办,否,否,否
山东理工职业学院,山东,济宁,专科,公办,否,否,否
青岛远洋船员职业学院,山东,青岛,专科,公办,否,否,否
济南幼儿师范高等专科学校,山东,济南,专科,公办,否,否,否
济南护理职业学院,山东,济南,专科,公办,否,否,否
泰山护理职业学院,山东,泰安,专科,公办,否,否,否
潍坊护理职业学院,山东,潍坊,专科,公办,否,否,否
潍坊工程职业学院,山东,潍坊,专科,公办,否,否,否
菏泽职业学院,山东,菏泽,专科,公办,否,否,否
威海海洋职业学院,山东,威海,专科,公办,否,否,否
山东特殊教育职业学院,山东,济南,专科,公办,否,否,否
青岛工程职业学院,山东,青岛,专科,公办,否,否,否
青岛幼儿师范高等专科学校,山东,青岛,专科,公办,否,否,否
烟台幼儿师范高等专科学校,山东,烟台,专科,公办,否,否,否
烟台文化旅游职业学院,山东,烟台,专科,公办,否,否,否
临沂科技职业学院,山东,临沂,专科,公办,否,否,否
山东城市服务职业学院,山东,烟台,专科,公办,否,否,否
曲阜远东职业技术学院,山东,济宁,专科,民办,否,否,否
德州科技职业学院,山东,德州,专科,民办,否,否,否
山东力明科技职业学院,山东,泰安,专科,民办,否,否,否
山东圣翰财贸职业学院,山东,济南,专科,民办,否,否,否
青岛飞洋职业技术学院,山东,青岛,专科,民办,否,否,否
东营科技职业学院,山东,东营,专科,民办,否,否,否
青岛求实职业技术学院,山东,青岛,专科,民办,否,否,否
潍坊工商职业学院,山东,潍坊,专科,民办,否,否,否
山东杏林科技职业学院,山东,济南,专科,民办,否,否,否
山东文化产业职业学院,山东,青岛,专科,民办,否,否,否
山东海事职业学院,山东,潍坊,专科,民办,否,否,否
山东艺术设计职业学院,山东,济南,专科,民办,否,否,否
烟台黄金职业学院,山东,烟台,专科,民办,否,否,否
日照航海工程职业学院,山东,日照,专科,民办,否,否,否
青岛航空科技职业学院,山东,青岛,专科,民办,否,否,否
潍坊环境工程职业学院,山东,潍坊,专科,民办,否,否,否
滨州科技职业学院,山东,滨州,专科,民办,否,否,否
潍坊食品科技职业学院,山东,潍坊,专科,民办,否,否,否
烟台城市科技职业学院,山东,烟台,专科,民办,否,否,否
山西省财政税务专科学校,山西,太原,专科,公办,否,否,否
长治职业技术学院,山西,长治,专科,公办,否,否,否
山西艺术职业学院,山西,太原,专科,公办,否,否,否
晋城职业技术学院,山西,晋城,专科,公办,否,否,否
山西药科职业学院,山西,太原,专科,公办,否,否,否
大同煤炭职业技术学院,山西,大同,专科,公办,否,否,否
山西机电职业技术学院,山西,长治,专科,公办,否,否,否
山西财贸职业技术学院,山西,太原,专科,公办,否,否,否
山西林业职业技术学院,山西,太原,专科,公办,否,否,否
山西水利职业技术学院,山西,运城,专科,公办,否,否,否
阳泉职业技术学院,山西,阳泉,专科,公办,否,否,否
临汾职业技术学院,山西,临汾,专科,公办,否,否,否
山西职业技术学院,山西,太原,专科,公办,否,否,否
山西金融职业学院,山西,太原,专科,公办,否,否,否
太原城市职业技术学院,山西,太原,专科,公办,否,否,否
山西体育职业学院,山西,太原,专科,公办,否,否,否
山西警官职业学院,山西,太原,专科,公办,否,否,否
山西国际商务职业学院,山西,太原,专科,公办,否,否,否
潞安职业技术学院,山西,长治,专科,公办,否,否,否
太原旅游职业学院,山西,太原,专科,公办,否,否,否
山西旅游职业学院,山西,太原,专科,公办,否,否,否
山西管理职业学院,山西,临汾,专科,公办,否,否,否
山西电力职业技术学院,山西,太原,专科,公办,否,否,否
忻州职业技术学院,山西,忻州,专科,公办,否,否,否
晋中职业技术学院,山西,晋中,专科,公办,否,否,否
山西运城农业职业技术学院,山西,运城,专科,公办,否,否,否
运城幼儿师范高等专科学校,山西,运城,专科,公办,否,否,否
山西经贸职业学院,山西,太原,专科,公办,否,否,否
朔州职业技术学院,山西,朔州,专科,公办,否,否,否
山西铁道职业技术学院,山西,太原,专科,公办,否,否,否
晋中师范高等专科学校,山西,晋中,专科,公办,否,否,否
阳泉师范高等专科学校,山西,阳泉,专科,公办,否,否,否
山西青年职业学院,山西,太原,专科,公办,否,否,否
运城护理职业学院,山西,运城,专科,公办,否,否,否
运城师范高等专科学校,山西,运城,专科,公办,否,否,否
朔州师范高等专科学校,山西,朔州,专科,公办,否,否,否
吕梁职业技术学院,山西,吕梁,专科,公办,否,否,否
大同师范高等专科学校,山西,大同,专科,公办,否,否,否
太原幼儿师范高等专科学校,山西,太原,专科,公办,否,否,否
山西工程职业学院,山西,太原,专科,公办,否,否,否
长治幼儿师范高等专科学校,山西,长治,专科,公办,否,否,否
山西通用航空职业技术学院,山西,大同,专科,公办,否,否,否
朔州陶瓷职业技术学院,山西,朔州,专科,公办,否,否,否
山西卫生健康职业学院,山西,太原,专科,公办,否,否,否
吕梁师范高等专科学校,山西,吕梁,专科,公办,否,否,否
山西信息职业技术学院,山西,临汾,专科,民办,否,否,否
山西同文职业技术学院,山西,晋中,专科,民办,否,否,否
山西华澳商贸职业学院,山西,晋中,专科,民办,否,否,否
山西老区职业技术学院,山西,太原,专科,民办,否,否,否
陕西工业职业技术学院,陕西,咸阳,专科,公办,否,否,否
杨凌职业技术学院,陕西,咸阳,专科,公办,否,否,否
西安电力高等专科学校,陕西,西安,专科,公办,否,否,否
陕西能源职业技术学院,陕西,咸阳,专科,公办,否,否,否
陕西国防工业职业技术学院,陕西,西安,专科,公办,否,否,否
西安航空职业技术学院,陕西,西安,专科,公办,否,否,否
陕西财经职业技术学院,陕西,咸阳,专科,公办,否,否,否
陕西交通职业技术学院,陕西,西安,专科,公办,否,否,否
陕西职业技术学院,陕西,西安,专科,公办,否,否,否
陕西铁路工程职业技术学院,陕西,渭南,专科,公办,否,否,否
宝鸡职业技术学院,陕西,宝鸡,专科,公办,否,否,否
陕西航空职业技术学院,陕西,汉中,专科,公办,否,否,否
陕西邮电职业技术学院,陕西,咸阳,专科,公办,否,否,否
陕西警官职业学院,陕西,西安,专科,公办,否,否,否
陕西经济管理职业技术学院,陕西,西安,专科,公办,否,否,否
西安铁路职业技术学院,陕西,西安,专科,公办,否,否,否
咸阳职业技术学院,陕西,咸阳,专科,公办,否,否,否
西安职业技术学院,陕西,西安,专科,公办,否,否,否
商洛职业技术学院,陕西,商洛,专科,公办,否,否,否
汉中职业技术学院,陕西,汉中,专科,公办,否,否,否
延安职业技术学院,陕西,延安,专科,公办,否,否,否
渭南职业技术学院,陕西,渭南,专科,公办,否,否,否
安康职业技术学院,陕西,安康,专科,公办,否,否,否
铜川职业技术学院,陕西,铜川,专科,公办,否,否,否
陕西青年职业学院,陕西,西安,专科,公办,否,否,否
陕西工商职业学院,陕西,西安,专科,公办,否,否,否
榆林职业技术学院,陕西,榆林,专科,公办,否,否,否
陕西艺术职业学院,陕西,西安,专科,公办,否,否,否
神木职业技术学院,陕西,神木,专科,公办,否,否,否
陕西机电职业技术学院,陕西,宝鸡,专科,公办,否,否,否
西安高新科技职业学院,陕西,西安,专科,民办,否,否,否
西安城市建设职业学院,陕西,西安,专科,民办,否,否,否
陕西电子信息职业技术学院,陕西,西安,专科,民办,否,否,否
西安海棠职业学院,陕西,西安,专科,民办,否,否,否
西安健康工程职业学院,陕西,西安,专科,民办,否,否,否
陕西旅游烹饪职业学院,陕西,西安,专科,民办,否,否,否
西安医学高等专科学校,陕西,西安,专科,民办,否,否,否
宝鸡三和职业学院,陕西,宝鸡,专科,民办,否,否,否
榆林能源科技职业学院,陕西,榆林,专科,民办,否,否,否
宝鸡中北职业学院,陕西,宝鸡,专科,民办,否,否,否
上海旅游高等专科学校,上海,上海,专科,公办,否,否,否
上海出版印刷高等专科学校,上海,上海,专科,公办,否,否,否
上海行健职业学院,上海,上海,专科,公办,否,否,否
上海城建职业学院,上海,上海,专科,公办,否,否,否
上海交通职业技术学院,上海,上海,专科,公办,否,否,否
上海海事职业技术学院,上海,上海,专科,公办,否,否,否
上海电子信息职业技术学院,上海,上海,专科,公办,否,否,否
上海工艺美术职业学院,上海,上海,专科,公办,否,否,否
上海科学技术职业学院,上海,上海,专科,公办,否,否,否
上海农林职业技术学院,上海,上海,专科,公办,否,否,否
上海工会管理职业学院,上海,上海,专科,公办,否,否,否
上海民航职业技术学院,上海,上海,专科,公办,否,否,否
上海南湖职业技术学院,上海,上海,专科,公办,否,否,否
上海科创职业技术学院,上海,上海,专科,公办,否,否,否
上海闵行职业技术学院,上海,上海,专科,公办,否,否,否
上海现代化工职业学院,上海,上海,专科,公办,否,否,否
上海建设管理职业技术学院,上海,上海,专科,公办,否,否,否
上海浦东职业技术学院,上海,上海,专科,公办,否,否,否
上海东海职业技术学院,上海,上海,专科,民办,否,否,否
上海工商职业技术学院,上海,上海,专科,民办,否,否,否
上海震旦职业学院,上海,上海,专科,民办,否,否,否
上海民远职业技术学院,上海,上海,专科,民办,否,否,否
上海欧华职业技术学院,上海,上海,专科,民办,否,否,否
上海思博职业技术学院,上海,上海,专科,民办,否,否,否
上海济光职业技术学院,上海,上海,专科,民办,否,否,否
上海工商外国语职业学院,上海,上海,专科,民办,否,否,否
上海邦德职业技术学院,上海,上海,专科,民办,否,否,否
上海电影艺术职业学院,上海,上海,专科,民办,否,否,否
上海中华职业技术学院,上海,上海,专科,民办,否,否,否
成都纺织高等专科学校,四川,成都,专科,公办,否,否,否
成都航空职业技术学院,四川,成都,专科,公办,否,否,否
四川电力职业技术学院,四川,成都,专科,公办,否,否,否
成都职业技术学院,四川,成都,专科,公办,否,否,否
四川化工职业技术学院,四川,泸州,专科,公办,否,否,否
四川水利职业技术学院,四川,成都,专科,公办,否,否,否
南充职业技术学院,四川,南充,专科,公办,否,否,否
内江职业技术学院,四川,内江,专科,公办,否,否,否
四川航天职业技术学院,四川,成都,专科,公办,否,否,否
四川邮电职业技术学院,四川,成都,专科,公办,否,否,否
四川机电职业技术学院,四川,攀枝花,专科,公办,否,否,否
绵阳职业技术学院,四川,绵阳,专科,公办,否,否,否
四川交通职业技术学院,四川,成都,专科,公办,否,否,否
四川工商职业技术学院,四川,成都,专科,公办,否,否,否
四川建筑职业技术学院,四川,德阳,专科,公办,否,否,否
达州职业技术学院,四川,达州,专科,公办,否,否,否
成都农业科技职业学院,四川,成都,专科,公办,否,否,否
宜宾职业技术学院,四川,宜宾,专科,公办,否,否,否
泸州职业技术学院,四川,泸州,专科,公办,否,否,否
眉山职业技术学院,四川,眉山,专科,公办,否,否,否
四川职业技术学院,四川,遂宁,专科,公办,否,否,否
乐山职业技术学院,四川,乐山,专科,公办,否,否,否
雅安职业技术学院,四川,雅安,专科,公办,否,否,否
四川商务职业学院,四川,成都,专科,公办,否,否,否
四川司法警官职业学院,四川,德阳,专科,公办,否,否,否
广安职业技术学院,四川,广安,专科,公办,否,否,否
四川信息职业技术学院,四川,广元,专科,公办,否,否,否
四川铁道职业学院,四川,成都,专科,公办,否,否,否
四川艺术职业学院,四川,成都,专科,公办,否,否,否
四川中医药高等专科学校,四川,绵阳,专科,公办,否,否,否
四川文化产业职业学院,四川,成都,专科,公办,否,否,否
四川财经职业学院,四川,成都,专科,公办,否,否,否
四川幼儿师范高等专科学校,四川,绵阳,专科,公办,否,否,否
川北幼儿师范高等专科学校,四川,广元,专科,公办,否,否,否
四川卫生康复职业学院,四川,自贡,专科,公办,否,否,否
川南幼儿师范高等专科学校,四川,内江,专科,公办,否,否,否
四川护理职业学院,四川,德阳,专科,公办,否,否,否
成都工业职业技术学院,四川,成都,专科,公办,否,否,否
成都工贸职业技术学院,四川,成都,专科,公办,否,否,否
西昌民族幼儿师范高等专科学校,四川,凉山,专科,公办,否,否,否
阿坝职业学院,四川,阿坝,专科,公办,否,否,否
达州中医药职业学院,四川,达州,专科,公办,否,否,否
内江卫生与健康职业学院,四川,内江,专科,公办,否,否,否
南充文化旅游职业学院,四川,南充,专科,公办,否,否,否
甘孜职业学院,四川,甘孜,专科,公办,否,否,否
四川体育职业学院,四川,成都,专科,公办,否,否,否
民办四川天一学院,四川,成都,专科,民办,否,否,否
四川托普信息技术职业学院,四川,成都,专科,民办,否,否,否
四川国际标榜职业学院,四川,成都,专科,民办,否,否,否
